OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU
847,YUKON,YT,1,2020/03/25 12:00:00+00,3,0,0,0,0,517,99,3,1,,,,
848,NOVA SCOTIA,NS,17,2020/03/25 12:00:00+00,68,2,1,0,0,2840,315,66,16,,,,
849,NL,NL,32,2020/03/25 12:00:00+00,67,0,0,0,0,1336,205,67,32,,,,
850,NEW BRUNSWICK,NB,8,2020/03/25 12:00:00+00,26,0,0,0,0,1550,295,26,8,,,,
851,MANITOBA,MB,14,2020/03/25 12:00:00+00,35,0,0,0,0,4520,0,35,14,,,,
852,BC,BC,42,2020/03/25 12:00:00+00,659,183,10,14,1,31739,5058,462,31,,,,
853,ALBERTA,AB,61,2020/03/25 12:00:00+00,419,3,0,2,0,35508,2732,414,61,,,,
854,NUNAVUT,NU,0,2020/03/25 12:00:00+00,0,0,0,0,0,166,12,0,0,,,,
855,YUKON,YT,0,2020/03/26 12:00:00+00,3,0,0,0,0,517,0,3,0,,,,
856,SASKATCHEWAN,SK,9,2020/03/26 12:00:00+00,95,3,3,0,0,6915,645,92,6,,,,
857,REPATRIATED,RC,0,2020/03/26 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
858,QUEBEC,QC,290,2020/03/26 12:00:00+00,1629,1,0,8,2,36105,5134,1620,288,,,,
859,PEI,PE,4,2020/03/26 12:00:00+00,9,1,1,0,0,556,6,8,3,,,,
860,ONTARIO,ON,170,2020/03/26 12:00:00+00,858,8,0,15,2,38550,2915,835,168,,,,
861,NWT,NT,0,2020/03/26 12:00:00+00,1,0,0,0,0,559,26,1,0,,,,
862,NUNAVUT,NU,0,2020/03/26 12:00:00+00,0,0,0,0,0,166,0,0,0,,,,
863,NOVA SCOTIA,NS,5,2020/03/26 12:00:00+00,73,2,0,0,0,3274,434,71,5,,,,
864,NL,NL,15,2020/03/26 12:00:00+00,82,0,0,0,0,1491,155,82,15,,,,
865,NEW BRUNSWICK,NB,7,2020/03/26 12:00:00+00,33,0,0,0,0,1828,278,33,7,,,,
866,MANITOBA,MB,1,2020/03/26 12:00:00+00,36,0,0,0,0,5606,1086,36,1,,,,
867,BC,BC,66,2020/03/26 12:00:00+00,725,186,3,14,0,34561,2822,525,63,,,,
868,ALBERTA,AB,67,2020/03/26 12:00:00+00,486,27,24,2,0,36660,1152,457,43,,,,
869,SASKATCHEWAN,SK,9,2020/03/27 12:00:00+00,104,3,0,0,0,7580,665,101,9,,,,
870,REPATRIATED,RC,0,2020/03/27 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
871,QUEBEC,QC,392,2020/03/27 12:00:00+00,2021,29,28,18,10,41592,5487,1974,354,,,,
872,PEI,PE,2,2020/03/27 12:00:00+00,11,1,0,0,0,622,66,10,2,,,,
873,ONTARIO,ON,135,2020/03/27 12:00:00+00,993,8,0,18,3,41032,2482,967,132,,,,
874,NWT,NT,0,2020/03/27 12:00:00+00,1,0,0,0,0,607,48,1,0,,,,
875,YUKON,YT,1,2020/03/27 12:00:00+00,4,0,0,0,0,603,86,4,1,,,,
876,NOVA SCOTIA,NS,17,2020/03/27 12:00:00+00,90,3,1,0,0,3739,465,87,16,,,,
877,NL,NL,20,2020/03/27 12:00:00+00,102,1,1,0,0,1684,193,101,19,,,,
878,NEW BRUNSWICK,NB,12,2020/03/27 12:00:00+00,45,1,1,0,0,2019,191,44,11,,,,
879,MANITOBA,MB,3,2020/03/27 12:00:00+00,39,0,0,1,1,6203,597,38,2,,,,
880,BC,BC,67,2020/03/27 12:00:00+00,792,275,89,16,2,36643,2082,501,-24,,,,
881,ALBERTA,AB,56,2020/03/27 12:00:00+00,542,33,6,2,0,38215,1555,507,50,,,,
882,NUNAVUT,NU,0,2020/03/27 12:00:00+00,0,0,0,0,0,207,41,0,0,,,,
883,SASKATCHEWAN,SK,30,2020/03/28 12:00:00+00,134,4,1,0,0,8248,668,130,29,,,,
884,REPATRIATED,RC,0,2020/03/28 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
885,QUEBEC,QC,477,2020/03/28 12:00:00+00,2498,29,0,22,4,52844,11252,2447,473,,,,
886,PEI,PE,0,2020/03/28 12:00:00+00,11,1,0,0,0,622,0,10,0,,,,
887,ONTARIO,ON,151,2020/03/28 12:00:00+00,1144,8,0,18,0,43072,2040,1117,150,,,,
888,NWT,NT,0,2020/03/28 12:00:00+00,1,0,0,0,0,762,155,1,0,,,,
889,YUKON,YT,0,2020/03/28 12:00:00+00,4,0,0,0,0,603,0,4,0,,,,
890,NOVA SCOTIA,NS,20,2020/03/28 12:00:00+00,110,4,1,0,0,4141,402,106,19,,,,
891,NL,NL,18,2020/03/28 12:00:00+00,120,4,3,0,0,1927,243,116,15,,,,
892,NEW BRUNSWICK,NB,6,2020/03/28 12:00:00+00,51,2,1,0,0,2605,586,49,5,,,,
893,MANITOBA,MB,25,2020/03/28 12:00:00+00,64,0,0,1,0,6203,0,63,25,,,,
894,BC,BC,92,2020/03/28 12:00:00+00,884,396,121,17,1,38697,2054,471,-30,,,,
895,ALBERTA,AB,79,2020/03/28 12:00:00+00,621,53,20,2,0,42527,4312,566,59,,,,
896,NUNAVUT,NU,0,2020/03/28 12:00:00+00,0,0,0,0,0,207,0,0,0,,,,
897,ONTARIO,ON,211,2020/03/29 12:00:00+00,1355,8,0,19,1,49186,6114,1324,207,,,,
898,YUKON,YT,0,2020/03/29 12:00:00+00,4,0,0,0,0,603,0,4,0,,,,
899,SASKATCHEWAN,SK,22,2020/03/29 12:00:00+00,156,8,4,0,0,9086,838,148,18,,,,
900,REPATRIATED,RC,0,2020/03/29 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
901,QUEBEC,QC,342,2020/03/29 12:00:00+00,2840,84,55,22,0,58517,5673,2734,287,,,,
902,PEI,PE,0,2020/03/29 12:00:00+00,11,1,0,0,0,622,0,10,0,,,,
903,NWT,NT,0,2020/03/29 12:00:00+00,1,0,0,0,0,817,55,1,0,,,,
904,NUNAVUT,NU,0,2020/03/29 12:00:00+00,0,0,0,0,0,207,0,0,0,,,,
905,NEW BRUNSWICK,NB,15,2020/03/29 12:00:00+00,66,2,0,0,0,2931,326,64,15,,,,
906,MANITOBA,MB,8,2020/03/29 12:00:00+00,72,2,2,1,0,7147,944,69,6,,,,
907,BC,BC,0,2020/03/29 12:00:00+00,884,396,0,17,0,38697,0,471,0,,,,
908,ALBERTA,AB,40,2020/03/29 12:00:00+00,661,73,20,3,1,44999,2472,585,19,,,,
909,NOVA SCOTIA,NS,12,2020/03/29 12:00:00+00,122,7,3,0,0,4853,712,115,9,,,,
910,NL,NL,15,2020/03/29 12:00:00+00,135,4,0,0,0,2107,180,131,15,,,,
911,PEI,PE,7,2020/03/30 12:00:00+00,18,1,0,0,0,769,147,17,7,,,,
912,ONTARIO,ON,351,2020/03/30 12:00:00+00,1706,431,423,33,14,49186,0,1241,-83,,,,
913,SASKATCHEWAN,SK,20,2020/03/30 12:00:00+00,176,14,6,2,2,9651,565,160,12,,,,
914,QUEBEC,QC,590,2020/03/30 12:00:00+00,3430,84,0,25,3,65915,7398,3321,587,,,,
915,YUKON,YT,1,2020/03/30 12:00:00+00,5,0,0,0,0,688,85,5,1,,,,
916,NWT,NT,0,2020/03/30 12:00:00+00,1,0,0,0,0,833,16,1,0,,,,
917,REPATRIATED,RC,0,2020/03/30 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
918,NOVA SCOTIA,NS,5,2020/03/30 12:00:00+00,127,10,3,0,0,5172,319,117,2,,,,
919,NEW BRUNSWICK,NB,2,2020/03/30 12:00:00+00,68,2,0,0,0,3234,303,66,2,,,,
920,NUNAVUT,NU,0,2020/03/30 12:00:00+00,0,0,0,0,0,259,52,0,0,,,,
921,BC,BC,86,2020/03/30 12:00:00+00,970,469,73,19,2,42028,3331,482,11,,,,
922,ALBERTA,AB,29,2020/03/30 12:00:00+00,690,94,21,8,5,46057,1058,588,3,,,,
923,NL,NL,13,2020/03/30 12:00:00+00,148,7,3,1,1,2332,225,140,9,,,,
924,MANITOBA,MB,24,2020/03/30 12:00:00+00,96,2,0,1,0,8550,1403,93,24,,,,
925,YUKON,YT,0,2020/03/31 12:00:00+00,5,0,0,0,0,688,0,5,0,,,,
926,SASKATCHEWAN,SK,8,2020/03/31 12:00:00+00,184,21,7,2,0,10126,475,161,1,,,,
927,REPATRIATED,RC,0,2020/03/31 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
928,QUEBEC,QC,732,2020/03/31 12:00:00+00,4162,84,0,31,6,73141,7226,4047,726,,,,
929,PEI,PE,3,2020/03/31 12:00:00+00,21,1,0,0,0,838,69,20,3,,,,
930,ONTARIO,ON,260,2020/03/31 12:00:00+00,1966,534,103,33,0,51629,2443,1374,133,,,,
931,NWT,NT,0,2020/03/31 12:00:00+00,1,0,0,0,0,1091,258,1,0,,,,
932,NUNAVUT,NU,0,2020/03/31 12:00:00+00,0,0,0,0,0,259,0,0,0,,,,
933,NOVA SCOTIA,NS,20,2020/03/31 12:00:00+00,147,10,0,0,0,5910,738,137,20,,,,
934,NL,NL,4,2020/03/31 12:00:00+00,152,7,0,1,0,2575,243,144,4,,,,
935,NEW BRUNSWICK,NB,2,2020/03/31 12:00:00+00,70,9,7,0,0,3536,302,61,-5,,,,
936,MANITOBA,MB,7,2020/03/31 12:00:00+00,103,4,2,1,0,8914,364,98,5,,,,
937,BC,BC,43,2020/03/31 12:00:00+00,1013,507,38,24,5,43229,1201,482,0,,,,
938,ALBERTA,AB,64,2020/03/31 12:00:00+00,754,120,26,9,1,48692,2635,625,37,,,,
939,SASKATCHEWAN,SK,9,2020/04/01 12:00:00+00,193,30,9,3,1,10528,402,160,,,,,
940,REPATRIATED,RC,0,2020/04/01 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
941,QUEBEC,QC,449,2020/04/01 12:00:00+00,4611,155,71,33,2,75463,2322,4423,376,,,,
942,PEI,PE,0,2020/04/01 12:00:00+00,21,3,2,0,0,870,32,18,-2,,,,
943,ONTARIO,ON,426,2020/04/01 12:00:00+00,2392,689,155,37,4,57874,6245,2091,717,,,,
944,NWT,NT,1,2020/04/01 12:00:00+00,2,0,0,0,0,1109,18,2,1,,,,
945,YUKON,YT,1,2020/04/01 12:00:00+00,6,3,3,0,0,722,34,3,-2,,,,
946,NOVA SCOTIA,NS,26,2020/04/01 12:00:00+00,173,11,1,0,0,6764,854,162,25,,,,
947,NL,NL,23,2020/04/01 12:00:00+00,175,10,3,1,0,2816,241,164,20,,,,
948,NEW BRUNSWICK,NB,11,2020/04/01 12:00:00+00,81,14,5,0,0,4030,494,67,6,,,,
949,MANITOBA,MB,24,2020/04/01 12:00:00+00,127,4,0,1,0,10044,1130,122,24,,,,
950,BC,BC,53,2020/04/01 12:00:00+00,1066,606,99,25,1,44639,1410,435,-47,,,,
951,ALBERTA,AB,117,2020/04/01 12:00:00+00,871,142,22,11,2,53141,4449,718,93,,,,
952,NUNAVUT,NU,0,2020/04/01 12:00:00+00,0,0,0,0,0,290,31,0,0,,,,
953,SASKATCHEWAN,SK,13,2020/04/02 12:00:00+00,206,36,6,3,0,11395,867,167,7,,,,
954,REPATRIATED,RC,0,2020/04/02 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
955,QUEBEC,QC,907,2020/04/02 12:00:00+00,5518,224,69,36,3,79413,3950,5258,835,,,,
956,PEI,PE,1,2020/04/02 12:00:00+00,22,3,0,0,0,958,88,19,1,,,,
957,ONTARIO,ON,401,2020/04/02 12:00:00+00,2793,831,142,53,16,62733,4859,2372,281,,,,
958,NWT,NT,0,2020/04/02 12:00:00+00,2,0,0,0,0,1167,58,2,0,,,,
959,YUKON,YT,0,2020/04/02 12:00:00+00,6,3,0,0,0,722,0,3,0,,,,
960,NOVA SCOTIA,NS,20,2020/04/02 12:00:00+00,193,16,5,0,0,7639,875,177,15,,,,
961,NL,NL,8,2020/04/02 12:00:00+00,183,10,0,1,0,2929,113,172,8,,,,
962,NEW BRUNSWICK,NB,10,2020/04/02 12:00:00+00,91,22,8,0,0,4520,490,69,2,,,,
963,MANITOBA,MB,40,2020/04/02 12:00:00+00,167,11,7,1,0,11327,1283,155,33,,,,
964,BC,BC,55,2020/04/02 12:00:00+00,1121,641,35,31,6,45966,1327,449,14,,,,
965,ALBERTA,AB,97,2020/04/02 12:00:00+00,968,174,32,13,2,57096,3955,781,63,,,,
966,NUNAVUT,NU,0,2020/04/02 12:00:00+00,0,0,0,0,0,290,0,0,0,,,,
967,ONTARIO,ON,462,2020/04/03 12:00:00+00,3255,1023,192,67,14,66753,4020,2560,188,,,,
968,YUKON,YT,0,2020/04/03 12:00:00+00,6,4,1,0,0,753,31,2,,,,,
969,SASKATCHEWAN,SK,14,2020/04/03 12:00:00+00,220,48,12,3,0,12112,717,169,2,,,,
970,REPATRIATED,RC,0,2020/04/03 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
971,QUEBEC,QC,583,2020/04/03 12:00:00+00,6101,306,82,61,25,87803,8390,5734,476,,,,
972,PEI,PE,0,2020/04/03 12:00:00+00,22,4,1,0,0,1099,141,18,,,,,
973,NWT,NT,2,2020/04/03 12:00:00+00,4,1,1,0,0,1258,91,3,1,,,,
974,NUNAVUT,NU,0,2020/04/03 12:00:00+00,0,0,0,0,0,314,24,0,0,,,,
975,NEW BRUNSWICK,NB,4,2020/04/03 12:00:00+00,95,25,3,0,0,4906,386,70,1,,,,
976,MANITOBA,MB,15,2020/04/03 12:00:00+00,182,11,0,2,1,11952,625,169,14,,,,
977,BC,BC,53,2020/04/03 12:00:00+00,1174,673,32,35,4,47352,1386,466,17,,,,
978,ALBERTA,AB,107,2020/04/03 12:00:00+00,1075,196,22,18,5,61960,4864,861,80,,,,
979,NOVA SCOTIA,NS,14,2020/04/03 12:00:00+00,207,21,5,0,0,8441,802,186,9,,,,
980,NL,NL,12,2020/04/03 12:00:00+00,195,11,1,1,0,3201,272,183,11,,,,
981,PEI,PE,0,2020/04/04 12:00:00+00,22,6,2,0,0,1268,169,16,-2,,,,
982,ONTARIO,ON,375,2020/04/04 12:00:00+00,3630,1219,196,94,27,71338,4585,2669,109,,,,
983,SASKATCHEWAN,SK,11,2020/04/04 12:00:00+00,231,55,7,3,0,12670,558,173,4,,,,
984,REPATRIATED,RC,0,2020/04/04 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
985,NWT,NT,0,2020/04/04 12:00:00+00,4,1,0,0,0,1280,22,3,0,,,,
986,YUKON,YT,0,2020/04/04 12:00:00+00,6,4,0,0,0,753,0,2,0,,,,
987,QUEBEC,QC,896,2020/04/04 12:00:00+00,6997,437,131,75,14,94106,6303,6485,751,,,,
988,MANITOBA,MB,12,2020/04/04 12:00:00+00,194,17,6,2,0,12514,562,175,6,,,,
989,NL,NL,8,2020/04/04 12:00:00+00,203,18,7,1,0,3386,185,184,1,,,,
990,NUNAVUT,NU,0,2020/04/04 12:00:00+00,0,0,0,0,0,314,0,0,0,,,,
991,BC,BC,29,2020/04/04 12:00:00+00,1203,704,31,38,3,48508,1156,461,-5,,,,
992,ALBERTA,AB,106,2020/04/04 12:00:00+00,1181,196,0,20,2,64108,2148,965,104,,,,
993,NOVA SCOTIA,NS,29,2020/04/04 12:00:00+00,236,50,29,0,0,9200,759,186,0,,,,
994,NEW BRUNSWICK,NB,3,2020/04/04 12:00:00+00,98,28,3,0,0,5348,442,70,0,,,,
995,YUKON,YT,0,2020/04/05 12:00:00+00,6,4,0,0,0,753,0,2,0,,,,
996,SASKATCHEWAN,SK,18,2020/04/05 12:00:00+00,249,67,12,3,0,13528,858,179,6,,,,
997,REPATRIATED,RC,0,2020/04/05 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
998,QUEBEC,QC,947,2020/04/05 12:00:00+00,7944,464,27,94,19,98783,4677,7386,901,,,,
999,PEI,PE,0,2020/04/05 12:00:00+00,22,6,0,0,0,1268,0,16,0,,,,
1000,ONTARIO,ON,408,2020/04/05 12:00:00+00,4038,1449,230,119,25,75046,3708,2851,182,,,,
1001,NWT,NT,0,2020/04/05 12:00:00+00,4,1,0,0,0,1301,21,3,0,,,,
1002,NUNAVUT,NU,0,2020/04/05 12:00:00+00,0,0,0,0,0,314,0,0,0,,,,
1003,NOVA SCOTIA,NS,26,2020/04/05 12:00:00+00,262,53,3,0,0,9772,572,209,23,,,,
1004,NL,NL,14,2020/04/05 12:00:00+00,217,28,10,1,0,3565,179,188,4,,,,
1005,NEW BRUNSWICK,NB,3,2020/04/05 12:00:00+00,101,28,0,0,0,5543,195,73,3,,,,
1006,MANITOBA,MB,9,2020/04/05 12:00:00+00,203,17,0,2,0,12998,484,184,9,,,,
1007,BC,BC,0,2020/04/05 12:00:00+00,1203,704,0,38,0,48508,0,461,0,,,,
1008,ALBERTA,AB,69,2020/04/05 12:00:00+00,1250,279,83,23,3,65093,985,948,-17,,,,
1009,SASKATCHEWAN,SK,4,2020/04/06 12:00:00+00,253,81,14,3,0,14178,650,169,-10,,,,
1010,REPATRIATED,RC,0,2020/04/06 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
1011,QUEBEC,QC,636,2020/04/06 12:00:00+00,8580,611,147,121,27,103055,4272,7848,462,,,,
1012,PEI,PE,0,2020/04/06 12:00:00+00,22,8,2,0,0,1374,106,14,-2,,,,
1013,ONTARIO,ON,309,2020/04/06 12:00:00+00,4347,1624,175,132,13,78796,3750,3061,210,,,,
1014,NWT,NT,1,2020/04/06 12:00:00+00,5,1,0,0,0,1308,7,4,1,,,,
1015,YUKON,YT,1,2020/04/06 12:00:00+00,7,4,0,0,0,775,22,3,1,,,,
1016,NOVA SCOTIA,NS,31,2020/04/06 12:00:00+00,293,64,11,0,0,10511,739,229,20,,,,
1017,NL,NL,9,2020/04/06 12:00:00+00,226,32,4,2,1,3776,211,192,4,,,,
1018,NEW BRUNSWICK,NB,2,2020/04/06 12:00:00+00,103,30,2,0,0,5808,265,73,0,,,,
1019,NUNAVUT,NU,0,2020/04/06 12:00:00+00,0,0,0,0,0,356,42,0,0,,,,
1020,BC,BC,63,2020/04/06 12:00:00+00,1266,783,79,39,1,50350,1842,444,-17,,,,
1021,ALBERTA,AB,98,2020/04/06 12:00:00+00,1348,361,82,24,1,65914,821,963,15,,,,
1022,MANITOBA,MB,1,2020/04/06 12:00:00+00,204,17,0,2,0,13476,478,185,1,,,,
1023,QUEBEC,QC,760,2020/04/07 12:00:00+00,9340,720,109,150,29,106998,3943,8470,622,,,,
1024,YUKON,YT,0,2020/04/07 12:00:00+00,7,4,0,0,0,775,0,3,0,,,,
1025,SASKATCHEWAN,SK,7,2020/04/07 12:00:00+00,260,88,7,3,0,14722,544,169,0,,,,
1026,PEI,PE,0,2020/04/07 12:00:00+00,22,8,0,0,0,1482,108,14,0,,,,
1027,ONTARIO,ON,379,2020/04/07 12:00:00+00,4726,1802,178,153,21,81364,2568,3404,343,,,,
1028,NWT,NT,0,2020/04/07 12:00:00+00,5,1,0,0,0,1378,70,4,0,,,,
1029,REPATRIATED,RC,0,2020/04/07 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
1030,NOVA SCOTIA,NS,17,2020/04/07 12:00:00+00,310,66,2,1,1,10931,420,243,14,,,,
1031,NL,NL,2,2020/04/07 12:00:00+00,228,49,17,2,0,3958,182,177,-15,,,,
1032,NEW BRUNSWICK,NB,2,2020/04/07 12:00:00+00,105,39,9,0,0,6112,304,66,-7,,,,
1033,BC,BC,25,2020/04/07 12:00:00+00,1291,805,22,43,4,51423,1073,443,,,,,
1034,ALBERTA,AB,25,2020/04/07 12:00:00+00,1373,447,86,26,2,67117,1203,900,-63,,,,
1035,NUNAVUT,NU,0,2020/04/07 12:00:00+00,0,0,0,0,0,356,0,0,0,,,,
1036,MANITOBA,MB,13,2020/04/07 12:00:00+00,217,21,4,3,1,14280,804,193,8,,,,
1037,NOVA SCOTIA,NS,32,2020/04/08 12:00:00+00,342,77,11,1,0,11688,757,264,21,,,,
1038,REPATRIATED,RC,0,2020/04/08 12:00:00+00,13,0,0,0,0,0,0,13,0,,,,
1039,QUEBEC,QC,691,2020/04/08 12:00:00+00,10031,827,107,175,25,112107,5109,9029,559,,,,
1040,PEI,PE,3,2020/04/08 12:00:00+00,25,17,9,0,0,1575,93,8,-6,,,,
1041,NWT,NT,0,2020/04/08 12:00:00+00,5,1,0,0,0,1378,0,4,0,,,,
1042,ONTARIO,ON,550,2020/04/08 12:00:00+00,5276,2074,272,174,21,84601,3237,3557,153,,,,
1043,MANITOBA,MB,4,2020/04/08 12:00:00+00,221,69,48,3,0,14708,428,149,-44,,,,
1044,NL,NL,4,2020/04/08 12:00:00+00,232,74,25,2,0,4149,191,156,-21,,,,
1045,BC,BC,45,2020/04/08 12:00:00+00,1336,838,33,48,5,52412,989,450,7,,,,
1046,ALBERTA,AB,50,2020/04/08 12:00:00+00,1423,519,72,29,3,68762,1645,875,-25,,,,
1047,SASKATCHEWAN,SK,11,2020/04/08 12:00:00+00,271,103,15,3,0,14722,0,165,-4,,,,
1048,NUNAVUT,NU,0,2020/04/08 12:00:00+00,0,0,0,0,0,369,13,0,0,,,,
1049,NEW BRUNSWICK,NB,3,2020/04/08 12:00:00+00,108,50,11,0,0,6549,437,58,-8,,,,
1050,YUKON,YT,1,2020/04/08 12:00:00+00,8,4,0,0,0,794,19,4,1,,,,
1051,NUNAVUT,NU,0,2020/04/09 12:00:00+00,0,0,0,0,0,376,7,0,0,0,0,0,0
1052,YUKON,YT,0,2020/04/09 12:00:00+00,8,4,0,0,0,794,0,4,0,0,0,0,0
1053,PRINCE EDWARD ISLAND,PE,0,2020/04/09 12:00:00+00,25,17,0,0,0,1630,55,8,0,0,0,0,0
1054,NEWFOUNDLAND AND LABRADOR,NL,4,2020/04/09 12:00:00+00,236,96,22,2,0,4390,241,138,-18,6,6,0,0
1055,NEW BRUNSWICK,NB,3,2020/04/09 12:00:00+00,111,53,3,0,0,6930,381,58,0,5,5,4,4
1056,BRITISH COLUMBIA,BC,34,2020/04/09 12:00:00+00,1370,858,20,50,2,53505,1093,462,12,317,317,67,67
1057,NOVA SCOTIA,NS,31,2020/04/09 12:00:00+00,373,82,5,2,1,12177,489,289,25,10,10,4,4
1058,SASKATCHEWAN,SK,7,2020/04/09 12:00:00+00,278,115,12,3,0,15621,899,160,-5,8,8,2,2
1059,ALBERTA,AB,28,2020/04/09 12:00:00+00,1451,592,73,32,3,70247,1485,827,-48,97,97,33,33
1060,MANITOBA,MB,3,2020/04/09 12:00:00+00,224,76,7,3,0,15259,551,145,-4,11,11,5,5
1061,QUEBEC,QC,881,2020/04/09 12:00:00+00,10912,827,0,213,38,116645,4538,9872,843,679,679,196,196
1062,ONTARIO,ON,483,2020/04/09 12:00:00+00,5759,2305,231,200,26,88698,4097,3254,263,632,632,478,478
1063,NORTHWEST TERRITORIES,NT,0,2020/04/09 12:00:00+00,5,1,0,0,0,1378,0,4,0,0,0,0,0
1064,REPATRIATED CDN,RC,0,2020/04/09 12:00:00+00,13,13,13,0,0,0,0,0,-13,0,0,0,0
1093,NUNAVUT,NU,0,2020/04/10 12:00:00+00,0,0,0,0,0,376,0,0,0,0,0,0,0
1094,YUKON,YT,0,2020/04/10 12:00:00+00,8,4,0,0,0,794,0,4,0,0,0,0,0
1095,PRINCE EDWARD ISLAND,PE,0,2020/04/10 12:00:00+00,25,17,0,0,0,1630,0,8,0,0,0,0,0
1096,NEWFOUNDLAND AND LABRADOR,NL,3,2020/04/10 12:00:00+00,239,103,7,3,1,4520,130,133,-5,7,1,0,0
1097,NEW BRUNSWICK,NB,1,2020/04/10 12:00:00+00,112,60,7,0,0,7353,423,52,-6,5,0,3,-1
1098,BRITISH COLUMBIA,BC,40,2020/04/10 12:00:00+00,1410,879,21,55,5,53505,0,476,14,317,0,67,0
1099,NOVA SCOTIA,NS,34,2020/04/10 12:00:00+00,407,93,11,2,0,13421,1244,312,23,8,-2,4,0
1100,SASKATCHEWAN,SK,7,2020/04/10 12:00:00+00,285,136,21,3,0,16952,1331,146,-14,8,0,2,0
1101,ALBERTA,AB,49,2020/04/10 12:00:00+00,1500,592,0,39,7,72370,2123,869,42,101,4,33,0
1102,MANITOBA,MB,6,2020/04/10 12:00:00+00,230,92,16,4,1,16220,961,134,-11,10,-1,5,0
1103,QUEBEC,QC,765,2020/04/10 12:00:00+00,11677,1341,514,241,28,120938,4293,10095,223,733,54,186,-10
1104,ONTARIO,ON,478,2020/04/10 12:00:00+00,6237,2574,269,222,22,94271,5573,3441,187,673,41,477,-1
1105,NORTHWEST TERRITORIES,NT,0,2020/04/10 12:00:00+00,5,1,0,0,0,1397,19,4,0,0,0,0,0
1106,REPATRIATED CDN,RC,0,2020/04/10 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1107,NUNAVUT,NU,0,2020/04/11 12:00:00+00,0,0,0,0,0,376,0,0,0,0,0,0,0
1108,YUKON,YT,0,2020/04/11 12:00:00+00,8,4,0,0,0,794,0,4,0,0,0,0,0
1109,PRINCE EDWARD ISLAND,PE,0,2020/04/11 12:00:00+00,25,17,0,0,0,1821,191,8,0,0,0,0,0
1110,NEWFOUNDLAND AND LABRADOR,NL,2,2020/04/11 12:00:00+00,241,120,17,3,0,4726,206,118,-15,6,-1,0,0
1111,NEW BRUNSWICK,NB,0,2020/04/11 12:00:00+00,112,70,10,0,0,7683,330,42,-10,5,0,3,0
1112,BRITISH COLUMBIA,BC,35,2020/04/11 12:00:00+00,1445,905,26,58,3,53505,0,482,6,317,0,67,0
1113,NOVA SCOTIA,NS,21,2020/04/11 12:00:00+00,428,95,2,2,0,14060,639,331,19,8,0,4,0
1114,SASKATCHEWAN,SK,4,2020/04/11 12:00:00+00,289,147,11,4,1,18448,1496,138,-8,8,0,1,-1
1115,ALBERTA,AB,69,2020/04/11 12:00:00+00,1569,774,182,40,1,75278,2908,755,-114,105,4,33,0
1116,MANITOBA,MB,12,2020/04/11 12:00:00+00,242,96,4,4,0,16383,163,143,8,10,0,5,0
1117,QUEBEC,QC,615,2020/04/11 12:00:00+00,12292,1563,222,289,48,125615,4677,10440,345,778,45,211,25
1118,ONTARIO,ON,411,2020/04/11 12:00:00+00,6648,2858,284,253,31,96321,2050,3537,96,691,18,472,-5
1119,NORTHWEST TERRITORIES,NT,0,2020/04/11 12:00:00+00,5,1,0,0,0,1429,32,4,0,0,0,0,0
1120,REPATRIATED CDN,RC,0,2020/04/11 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
1121,NUNAVUT,NU,0,2020/04/12 12:00:00+00,0,0,0,0,0,376,0,0,0,0,0,0,0
1122,YUKON,YT,0,2020/04/12 12:00:00+00,8,4,0,0,0,794,0,4,0,0,0,0,0
1123,PRINCE EDWARD ISLAND,PE,0,2020/04/12 12:00:00+00,25,17,0,0,0,1821,0,8,0,0,0,0,0
1124,NEWFOUNDLAND AND LABRADOR,NL,1,2020/04/12 12:00:00+00,242,129,9,3,0,4812,86,110,-8,7,1,0,0
1125,NEW BRUNSWICK,NB,2,2020/04/12 12:00:00+00,114,70,0,0,0,7963,280,44,2,7,2,3,0
1126,BRITISH COLUMBIA,BC,0,2020/04/12 12:00:00+00,1445,905,0,58,0,53505,0,482,0,317,0,67,0
1127,NOVA SCOTIA,NS,17,2020/04/12 12:00:00+00,445,97,2,2,0,14740,680,346,15,9,1,4,0
1128,SASKATCHEWAN,SK,9,2020/04/12 12:00:00+00,298,164,17,4,0,18448,0,130,-8,7,-1,0,-1
